club_name,club_logo,fm_name
MTK Budapest,https://tmssl.akamaized.net/images/wappen/small/634.png?lm=1471454144,MTK
Gillingham FC,https://tmssl.akamaized.net/images/wappen/small/2814.png?lm=1462393871,Gillingham
SJK Seinäjoki,https://tmssl.akamaized.net/images/wappen/small/23777.png?lm=1459351213,SJK
Burton Albion,https://tmssl.akamaized.net/images/wappen/small/2963.png?lm=1411464349,Burton
Manisa FK,https://tmssl.akamaized.net/images/wappen/small/48913.png?lm=1666348870,Manisa FK
PAS Giannina,https://tmssl.akamaized.net/images/wappen/small/2671.png?lm=1623427611,PAS Giannina
FK Jerv,https://tmssl.akamaized.net/images/wappen/small/36224.png?lm=1648576704,Jerv
MFK Karvina,https://tmssl.akamaized.net/images/wappen/small/13726.png?lm=1419785681,Karvina
Bradford City,https://tmssl.akamaized.net/images/wappen/small/1027.png?lm=1455219590,Bradford City
FC Dinamo Bucharest,https://tmssl.akamaized.net/images/wappen/small/312.png?lm=1409069452,Dinamo Bucureşti
Eskisehirspor,https://tmssl.akamaized.net/images/wappen/small/825.png?lm=1408653830,Eskişehirspor
Kisvárda FC,https://tmssl.akamaized.net/images/wappen/small/30613.png?lm=1595526704,Kisvárda
Dundalk FC,https://tmssl.akamaized.net/images/wappen/small/6066.png?lm=1423677223,Dundalk
Kuopion Palloseura,https://tmssl.akamaized.net/images/wappen/small/6251.png?lm=1619270903,KuPS
Beroe Stara Zagora,https://tmssl.akamaized.net/images/wappen/small/6764.png?lm=1416144905,Beroe
Maccabi Haifa,https://tmssl.akamaized.net/images/wappen/small/1064.png?lm=1684233681,Maccabi Haifa
Warta Poznan,https://tmssl.akamaized.net/images/wappen/small/7146.png?lm=1686848416,Warta Poznań
Chaika Peschanokopskoe,https://tmssl.akamaized.net/images/wappen/small/36972.png?lm=1596133059,Chaika Peschanokopskoe
FC Botosani,https://tmssl.akamaized.net/images/wappen/small/8818.png?lm=1691146613,FC Botoşani
Veles Moscow,https://tmssl.akamaized.net/images/wappen/small/58065.png?lm=1596211111,Veles
Altinordu FK,https://tmssl.akamaized.net/images/wappen/small/12374.png?lm=1655205803,Altınordu
Pogon Szczecin,https://tmssl.akamaized.net/images/wappen/small/324.png?lm=1573830930,Pogoń
NK Domzale,https://tmssl.akamaized.net/images/wappen/small/6248.png?lm=1513276420,Domžale
NS Mura,https://tmssl.akamaized.net/images/wappen/small/4059.png?lm=1620378189,Mura
FK Vozdovac,https://tmssl.akamaized.net/images/wappen/small/4634.png?lm=1468429229,Voždovac
Akron Togliatti,https://tmssl.akamaized.net/images/wappen/small/71985.png?lm=1689321065,Akron
None,None,VPK-Agro Vyshneve
Metalist 1925 Kharkiv,https://tmssl.akamaized.net/images/wappen/small/55686.png?lm=1499536179,Metal
None,None,St. Pat's Athletic
Baltika Kaliningrad,https://tmssl.akamaized.net/images/wappen/small/2741.png?lm=1673959895,Baltika
Nea Salamina Famagusta,https://tmssl.akamaized.net/images/wappen/small/18945.png?lm=1443216484,Nea Salamina
IFK Mariehamn,https://tmssl.akamaized.net/images/wappen/small/6017.png?lm=1415787178,IFK Mariehamn
Górnik Zabrze,https://tmssl.akamaized.net/images/wappen/small/428.png?lm=1444671509,Górnik
Sepsi OSK Sf. Gheorghe,https://tmssl.akamaized.net/images/wappen/small/54585.png?lm=1474753724,Sepsi OSK
None,None,Spartak M-2
Falkenbergs FF,https://tmssl.akamaized.net/images/wappen/small/5196.png?lm=1688909571,Falkenbergs FF
FK Polissya Zhytomyr,https://tmssl.akamaized.net/images/wappen/small/53646.png?lm=1522152689,Polissya
Beitar Jerusalem,https://tmssl.akamaized.net/images/wappen/small/3793.png?lm=1578415471,Beitar Jerusalem
NK Celje,https://tmssl.akamaized.net/images/wappen/small/710.png?lm=1625564824,Celje
Oldham Athletic,https://tmssl.akamaized.net/images/wappen/small/1078.png?lm=1641223901,Oldham
AFC Wimbledon,https://tmssl.akamaized.net/images/wappen/small/3884.png?lm=1590095759,AFC Wimbledon
None,None,Maccabi Petach-Tikva
FK Radnik Surdulica,https://tmssl.akamaized.net/images/wappen/small/33328.png?lm=1410709426,Radnik Surdulica
Fakel Voronezh,https://tmssl.akamaized.net/images/wappen/small/1124.png?lm=1700892653,Fakel
Viborg FF,https://tmssl.akamaized.net/images/wappen/small/1063.png?lm=1518117799,Viborg FF
Astra Giurgiu,https://tmssl.akamaized.net/images/wappen/small/13499.png?lm=1486068435,Astra Giurgiu
Stevenage FC,https://tmssl.akamaized.net/images/wappen/small/3684.png?lm=1559854582,Stevenage
Graficar Belgrad,https://tmssl.akamaized.net/images/wappen/small/4655.png?lm=1548960147,Grafičar
Slezsky FC Opava,https://tmssl.akamaized.net/images/wappen/small/479.png?lm=1419786232,Opava
Torpedo Moscow,https://tmssl.akamaized.net/images/wappen/small/1186.png?lm=1689320898,Torpedo Moscow
Shamrock Rovers,https://tmssl.akamaized.net/images/wappen/small/3258.png?lm=1423677184,Shamrock Rovers
Tranmere Rovers,https://tmssl.akamaized.net/images/wappen/small/1074.png?lm=1626537040,Tranmere
FC Lahti,https://tmssl.akamaized.net/images/wappen/small/2925.png?lm=1617484867,FC Lahti
FK Krasnodar 2,https://tmssl.akamaized.net/images/wappen/small/41194.png?lm=1499524238,Krasnodar-2
Chornomorets Odessa,https://tmssl.akamaized.net/images/wappen/small/6992.png?lm=1420985624,Chornomorets
Northampton Town,https://tmssl.akamaized.net/images/wappen/small/1302.png?lm=1411465025,Northampton
Maccabi Netanya,https://tmssl.akamaized.net/images/wappen/small/5223.png?lm=1626703266,Maccabi Netanya
Turgutluspor,https://tmssl.akamaized.net/images/wappen/small/1508.png?lm=1441246254,Turgutluspor
Lokomotiv Plovdiv,https://tmssl.akamaized.net/images/wappen/small/2259.png?lm=1626864236,Lokomotiv Plovdiv
HB Köge,https://tmssl.akamaized.net/images/wappen/small/23297.png?lm=1429211362,HB Køge
CD Godoy Cruz Antonio Tomba,https://tmssl.akamaized.net/images/wappen/small/12574.png?lm=1412763466,Tom
FK Kramatorsk,https://tmssl.akamaized.net/images/wappen/small/32036.png?lm=1626970928,Avangard Kramatorsk
None,None,Sivas Bld.
Göztepe,https://tmssl.akamaized.net/images/wappen/small/1467.png?lm=1441199242,ZTE
Bohemians Prague 1905,https://tmssl.akamaized.net/images/wappen/small/715.png?lm=1646734219,Bohemians
Esbjerg fB U19,https://tmssl.akamaized.net/images/wappen/small/14349.png?lm=1664268092,Esbjerg fB
Sandnes Ulf,https://tmssl.akamaized.net/images/wappen/small/13025.png?lm=1480871738,Sandnes Ulf
Hobro IK,https://tmssl.akamaized.net/images/wappen/small/5818.png?lm=1518120161,Hobro IK
St. Mirren FC,https://tmssl.akamaized.net/images/wappen/small/465.png?lm=1411207682,St. Mirren
Inter Milan,https://tmssl.akamaized.net/images/wappen/small/46.png?lm=1618900989,FC Inter
1461 Trabzon FK,https://tmssl.akamaized.net/images/wappen/small/39869.png?lm=1647897427,Hekimoğlu Trabzon
Cheltenham Town,https://tmssl.akamaized.net/images/wappen/small/3371.png?lm=1664353018,Cheltenham
Thisted FC,https://tmssl.akamaized.net/images/wappen/small/9023.png?lm=1458925990,Thisted FC
KAC Kénitra,https://tmssl.akamaized.net/images/wappen/small/22938.png?lm=1683195401,Nitra
FK Pribram,https://tmssl.akamaized.net/images/wappen/small/2598.png?lm=1664361832,Pribram
FK Javor-Matis Ivanjica,https://tmssl.akamaized.net/images/wappen/small/8819.png?lm=1420205090,Javor
Bruk-Bet Termalica Nieciecza,https://tmssl.akamaized.net/images/wappen/small/15906.png?lm=1626536694,Bruk-Bet Termalica
Ingulets Petrove,https://tmssl.akamaized.net/images/wappen/small/49364.png?lm=1505217715,Ingulets Petrove
Silkeborg IF,https://tmssl.akamaized.net/images/wappen/small/1177.png?lm=1518117733,Silkeborg IF
None,None,Inđija
KFUM-Kameratene Oslo II,https://tmssl.akamaized.net/images/wappen/small/53623.png?lm=1474488697,KFUM Oslo
Oravan Oravska Jasenica,https://tmssl.akamaized.net/images/wappen/small/57676.png?lm=1640113072,Senica
Vasas FC,https://tmssl.akamaized.net/images/wappen/small/5378.png?lm=1472918431,Vasas
Sligo Rovers,https://tmssl.akamaized.net/images/wappen/small/8780.png?lm=1498249702,Sligo Rovers
Derry City,https://tmssl.akamaized.net/images/wappen/small/920.png?lm=1535058690,Derry City
HNK Gorica,https://tmssl.akamaized.net/images/wappen/small/24575.png?lm=1438118371,Gorica
Ross County FC,https://tmssl.akamaized.net/images/wappen/small/2759.png?lm=1411570059,Ross County
Plymouth Argyle,https://tmssl.akamaized.net/images/wappen/small/2262.png?lm=1411464792,Plymouth
FK Teleoptik Zemun U17,https://tmssl.akamaized.net/images/wappen/small/68979.png?lm=1537974075,Teleoptik
FK Metalac Gornji Milanovac,https://tmssl.akamaized.net/images/wappen/small/12135.png?lm=1468946587,Metalac
None,None,Rotor-2
LKS Lodz,https://tmssl.akamaized.net/images/wappen/small/256.png?lm=1690315853,ŁKS Łódź
Denmark,https://tmssl.akamaized.net/images/flagge/small/39.png?lm=1520611569,Arka
FK Novi Pazar,https://tmssl.akamaized.net/images/wappen/small/4633.png?lm=1411382255,Novi Pazar
Øygarden FK,https://tmssl.akamaized.net/images/wappen/small/78311.png?lm=1578130585,Øygarden
Östers IF,https://tmssl.akamaized.net/images/wappen/small/1236.png?lm=1483813320,Östers IF
NK Fuzinar,https://tmssl.akamaized.net/images/wappen/small/37417.png?lm=1664098368,Fužinar
None,None,Næstved
Gaz Metan Medias (- 2022),https://tmssl.akamaized.net/images/wappen/small/8104.png?lm=1476638592,Gaz Metan Mediaş
Mansfield Town,https://tmssl.akamaized.net/images/wappen/small/3820.png?lm=1542710838,Mansfield
Paksi FC,https://tmssl.akamaized.net/images/wappen/small/12163.png?lm=1471454115,Paks
Jagiellonia Bialystok,https://tmssl.akamaized.net/images/wappen/small/2300.png?lm=1611305568,Jagiellonia
FK Pardubice,https://tmssl.akamaized.net/images/wappen/small/1496.png?lm=1419786179,Pardubice
FK Napredak Krusevac,https://tmssl.akamaized.net/images/wappen/small/788.png?lm=1420204769,Napredak
Bolton Wanderers,https://tmssl.akamaized.net/images/wappen/small/355.png?lm=1407653952,Bolton
Dunfermline Athletic FC,https://tmssl.akamaized.net/images/wappen/small/1270.png?lm=1431536552,Dunfermline
FK Macva Sabac,https://tmssl.akamaized.net/images/wappen/small/4657.png?lm=1420206540,Mačva
Finn Harps,https://tmssl.akamaized.net/images/wappen/small/5568.png?lm=1423677560,Finn Harps
Barnet FC,https://tmssl.akamaized.net/images/wappen/small/2804.png?lm=1535383690,Barnet
FK Loznica,https://tmssl.akamaized.net/images/wappen/small/3069.png?lm=1462692613,Loznica
Shakhter Soligorsk,https://tmssl.akamaized.net/images/wappen/small/10695.png?lm=1474922023,Shakhter Soligorsk
None,None,KGHM Zagłębie
Levski Sofia,https://tmssl.akamaized.net/images/wappen/small/156.png?lm=1517128698,Levski
Metalist 1925 Kharkiv,https://tmssl.akamaized.net/images/wappen/small/55686.png?lm=1499536179,Metalist 1925
Alania Vladikavkaz,https://tmssl.akamaized.net/images/wappen/small/75506.png?lm=1607612921,Alania
Irtysh Omsk,https://tmssl.akamaized.net/images/wappen/small/12420.png?lm=1469137767,Irtysh Omsk
FK Spartak Subotica U19,https://tmssl.akamaized.net/images/wappen/small/35851.png?lm=1583678960,Zlatibor
None,None,Kiryat-Shmona
Trelleborgs FF,https://tmssl.akamaized.net/images/wappen/small/701.png?lm=1461966839,Trelleborgs FF
NK Tabor Sezana,https://tmssl.akamaized.net/images/wappen/small/20656.png?lm=1579700592,Tabor Sežana
Crawley Town,https://tmssl.akamaized.net/images/wappen/small/3537.png?lm=1690304297,Crawley
Slask Wroclaw,https://tmssl.akamaized.net/images/wappen/small/759.png?lm=1404463384,Śląsk
Piast Gliwice,https://tmssl.akamaized.net/images/wappen/small/6112.png?lm=1587313904,Piast
IK Brage,https://tmssl.akamaized.net/images/wappen/small/3362.png?lm=1411063907,IK Brage
FK Viktoria Zizkov,https://tmssl.akamaized.net/images/wappen/small/892.png?lm=1484436113,Viktoria Zizkov
SKA Khabarovsk,https://tmssl.akamaized.net/images/wappen/small/3690.png?lm=1689938930,SKA Khabarovsk
Debreceni VSC,https://tmssl.akamaized.net/images/wappen/small/84.png?lm=1667989068,Debrecen
None,None,Drogheda Utd
Dinamo Minsk,https://tmssl.akamaized.net/images/wappen/small/1180.png?lm=1610646679,Dinamo Minsk
Slavia Sofia,https://tmssl.akamaized.net/images/wappen/small/675.png?lm=1493976927,Slavia Sofia
Helsinki IFK,https://tmssl.akamaized.net/images/wappen/small/20924.png?lm=1419719266,HIFK
Bray Wanderers,https://tmssl.akamaized.net/images/wappen/small/3930.png?lm=1428048466,Bray Wanderers
FK Zeleziarne Podbrezova,https://tmssl.akamaized.net/images/wappen/small/20063.png?lm=1611248461,Podbrezova
FC Hradec Kralove,https://tmssl.akamaized.net/images/wappen/small/1897.png?lm=1692778912,Hradec Kralove
VfB Stuttgart,https://tmssl.akamaized.net/images/wappen/small/79.png?lm=1680587427,Arda
Morecambe FC,https://tmssl.akamaized.net/images/wappen/small/3697.png?lm=1625862824,Morecambe
None,None,Radnički (P)
FK Viktoriya Sumy,https://tmssl.akamaized.net/images/wappen/small/67939.png?lm=1687781080,Mykolaiv
Chertanovo Moscow,https://tmssl.akamaized.net/images/wappen/small/43502.png?lm=1639473481,Chertanovo
Boreham Wood FC,https://tmssl.akamaized.net/images/wappen/small/3867.png?lm=1484414445,Boreham Wood
Akropolis IF,https://tmssl.akamaized.net/images/wappen/small/13427.png?lm=1461965513,Akropolis
FC Haka,https://tmssl.akamaized.net/images/wappen/small/1225.png?lm=1422293683,FC Haka
Cambridge United,https://tmssl.akamaized.net/images/wappen/small/986.png?lm=1577637907,Cambridge
Jönköpings Södra IF,https://tmssl.akamaized.net/images/wappen/small/7411.png?lm=1415701250,Jönköpings Södra IF
Swindon Town,https://tmssl.akamaized.net/images/wappen/small/352.png?lm=1461358647,Swindon
Shinnik Yaroslavl,https://tmssl.akamaized.net/images/wappen/small/2374.png?lm=1658828689,Shinnik
None,None,Ull/Kisa
None,None,Krasnodar-3
CSKA 1948,https://tmssl.akamaized.net/images/wappen/small/61955.png?lm=1695587387,CSKA 1948
Bodrum FK,https://tmssl.akamaized.net/images/wappen/small/44006.png?lm=1441938597,Bodrumspor
NK Triglav Kranj,https://tmssl.akamaized.net/images/wappen/small/17836.png?lm=1626798243,Triglav
Vendsyssel FF,https://tmssl.akamaized.net/images/wappen/small/19657.png?lm=1437861900,Vendsyssel FF
ACSM Politehnica Iasi,https://tmssl.akamaized.net/images/wappen/small/33966.png?lm=1696601347,Politehnica Iaşi
BATE Borisov,https://tmssl.akamaized.net/images/wappen/small/713.png?lm=1648745236,BATE
Hamarkameratene,https://tmssl.akamaized.net/images/wappen/small/4309.png?lm=1639076682,HamKam
Västerås SK,https://tmssl.akamaized.net/images/wappen/small/5202.png?lm=1420653426,Västerås SK
Kokkolan Pallo-Veikot,https://tmssl.akamaized.net/images/wappen/small/8043.png?lm=1447956374,KPV
FK TSC Backa Topola,https://tmssl.akamaized.net/images/wappen/small/3137.png?lm=1519841755,Bačka
Copa de la Liga Profesional de Fútbol,https://tmssl.akamaized.net/images/logo/mediumsmall/cdlp.png?lm=1647591044,Rad
Budafoki MTE,https://tmssl.akamaized.net/images/wappen/small/28410.png?lm=1658494461,Budafok
Leyton Orient,https://tmssl.akamaized.net/images/wappen/small/1150.png?lm=1485645647,Leyton Orient
Forest Green Rovers,https://tmssl.akamaized.net/images/wappen/small/3455.png?lm=1415812229,Forest Green
Hapoel Haifa,https://tmssl.akamaized.net/images/wappen/small/810.png?lm=1408745643,Hapoel Haifa
Åsane Fotball,https://tmssl.akamaized.net/images/wappen/small/14761.png?lm=1474146617,Åsane
Cork City FC,https://tmssl.akamaized.net/images/wappen/small/27774.png?lm=1679931056,Cork City
Greenock Morton FC,https://tmssl.akamaized.net/images/wappen/small/3026.png?lm=1423125916,Morton
None,None,Textilschik Ivanovo
Cherno More Varna,https://tmssl.akamaized.net/images/wappen/small/967.png?lm=1416145122,Cherno more
FK Pohronie,https://tmssl.akamaized.net/images/wappen/small/38269.png?lm=1519921248,Pohronie
Vasalunds IF,https://tmssl.akamaized.net/images/wappen/small/2283.png?lm=1461965314,Vasalunds IF
Shelbourne FC,https://tmssl.akamaized.net/images/wappen/small/3909.png?lm=1423677598,Shelbourne
FK Dukla Prague,https://tmssl.akamaized.net/images/wappen/small/450.png?lm=1615661402,Dukla Prague
Volgar Astrakhan,https://tmssl.akamaized.net/images/wappen/small/6432.png?lm=1562859003,Volgar
Korona Kielce,https://tmssl.akamaized.net/images/wappen/small/6110.png?lm=1444671585,Korona
Menemen FK U19,https://tmssl.akamaized.net/images/wappen/small/74558.png?lm=1671553605,Menemen Spor
Barrow AFC,https://tmssl.akamaized.net/images/wappen/small/6168.png?lm=1414223460,Barrow
Widzew Lodz,https://tmssl.akamaized.net/images/wappen/small/88.png?lm=1427654746,Widzew
Chesterfield FC U18,https://tmssl.akamaized.net/images/wappen/small/15000.png?lm=1500716772,Chesterfield
Usak Spor,https://tmssl.akamaized.net/images/wappen/small/37978.png?lm=1661706391,Uşak Spor
None,None,Tarsus İ.Y.
Longford Town FC,https://tmssl.akamaized.net/images/wappen/small/4287.png?lm=1423676857,Longford
Turun Palloseura,https://tmssl.akamaized.net/images/wappen/small/2275.png?lm=1422293634,TPS
Örgryte IS,https://tmssl.akamaized.net/images/wappen/small/1118.png?lm=1484246699,Örgryte IS
Waterford FC,https://tmssl.akamaized.net/images/wappen/small/7609.png?lm=1491000159,Waterford
FC Fredericia,https://tmssl.akamaized.net/images/wappen/small/5776.png?lm=1449995921,FC Fredericia
Walsall FC,https://tmssl.akamaized.net/images/wappen/small/899.png?lm=1533831627,Walsall
Newport County,https://tmssl.akamaized.net/images/wappen/small/3716.png?lm=1411464536,Newport Co
AC Oulu,https://tmssl.akamaized.net/images/wappen/small/7008.png?lm=1681054268,AC Oulu
Agrobiznes Volochysk,https://tmssl.akamaized.net/images/wappen/small/53629.png?lm=1594927132,Ahrobiznes
Amed SK,https://tmssl.akamaized.net/images/wappen/small/12382.png?lm=1442152631,Amed Sportif
Hapoel Hadera,https://tmssl.akamaized.net/images/wappen/small/51931.png?lm=1455345876,Hapoel Hadera
Southend United,https://tmssl.akamaized.net/images/wappen/small/2793.png?lm=1444560097,Southend
Dynamo Brest,https://tmssl.akamaized.net/images/wappen/small/6131.png?lm=1486547330,Dinamo Brest
DAC Dunajska Streda Youth,https://tmssl.akamaized.net/images/wappen/small/64724.png?lm=1658147404,Dun. Streda
None,None,Galway Utd
None,None,Ufa-2
None,None,Khimki-M
FK Dubocica Leskovac,https://tmssl.akamaized.net/images/wappen/small/42813.png?lm=1533473710,Dubočica
Bnei Yehuda Tel Aviv,https://tmssl.akamaized.net/images/wappen/small/9095.png?lm=1568575421,Bnei Yehuda
Ilves Tampere,https://tmssl.akamaized.net/images/wappen/small/3189.png?lm=1455922551,Ilves
ACSC FC Arges,https://tmssl.akamaized.net/images/wappen/small/41278.png?lm=1663149849,FC Argeş
Wisla Plock,https://tmssl.akamaized.net/images/wappen/small/2118.png?lm=1410895849,Wisła Płock
Stal Mielec,https://tmssl.akamaized.net/images/wappen/small/22431.png?lm=1482966789,Stal Mielec
Athlone Town AFC,https://tmssl.akamaized.net/images/wappen/small/4273.png?lm=1423677664,Athlone Town
Kremin Kremenchuk,https://tmssl.akamaized.net/images/wappen/small/13017.png?lm=1629754020,Kremin
Kosmos Dolgoprudnyi,https://tmssl.akamaized.net/images/wappen/small/99200.png?lm=1652961671,Dolgoprudny
UTA Arad,https://tmssl.akamaized.net/images/wappen/small/952.png?lm=1546257012,UTA Arad
