name_x,club_x,profile_image,year,market_value,name_y,club_y,nat,position,dob,age,height,weight,wage,last trans. fee,value,agg,jum,pun,vis,l th,lon,otb,tck,tec,tea,cmp,fre,ref,pos,pen,pas,fla,ant,cro,mar,ldr,cor,cnt,det,dec,hea,fir,com,acc,pac,aer,str,thr,han,ecc,dri,bal,kic,sta,agi,wor,bra,cmd,fin,1v1,tro,centerback,fullback,goalkeeper,midfielder,striker,winger,division_rating,nat_rating,club_rating,either_left,either_right,left,right,RUS_names
,,,,,Alexey Yevseev,Ural,RUS," AM (C), ST (C)                      ", 30/3/1994 (26 years old)  ,26.0,184.0,77.0,17500.0,0.0,350000.0,12.0,11.0,1.0,9.0,9.0,9.0,11.0,8.0,12.0,11.0,9.0,10.0,1.0,10.0,13.0,12.0,6.0,10.0,10.0,5.0,7.0,11.0,10.0,15.0,9.0,8.0,11.0,3.0,11.0,11.0,3.0,10.0,2.0,3.0,4.0,10.0,13.0,4.0,9.0,11.0,9.0,11.0,1.0,10.0,3.0,1.0,0,0,0,0,1,0,79.8,1497.63,1425.0,1,0,0,0,Aleksey Yevseev
,,,,,Alexandr Saplinov,Rostov,RUS," M (C), AM (LC), ST (C)              ", 12/8/1997 (22 years old)  ,22.0,193.0,81.0,20000.0,84000.0,350000.0,4.0,14.0,2.0,10.0,2.0,12.0,13.0,6.0,10.0,12.0,9.0,12.0,3.0,9.0,8.0,12.0,6.0,12.0,6.0,6.0,10.0,8.0,11.0,15.0,7.0,14.0,12.0,3.0,10.0,11.0,2.0,12.0,2.0,1.0,1.0,10.0,11.0,1.0,12.0,10.0,11.0,12.0,1.0,12.0,3.0,1.0,0,0,0,1,0,0,79.8,1497.63,1440.0,0,0,0,1,Aleksandr Saplinov
,,,,,Artem Meschaninov,Baltika,RUS, D (C)                               , 19/2/1996 (24 years old)  ,24.0,190.0,84.0,27000.0,0.0,350000.0,14.0,14.0,1.0,7.0,10.0,8.0,4.0,11.0,7.0,12.0,9.0,3.0,2.0,11.0,6.0,9.0,8.0,9.0,6.0,13.0,11.0,3.0,10.0,12.0,9.0,14.0,7.0,1.0,12.0,9.0,3.0,16.0,1.0,1.0,1.0,9.0,12.0,2.0,13.0,8.0,13.0,15.0,3.0,6.0,3.0,3.0,1,0,0,0,0,0,64.8,1497.63,1156.0,0,0,0,1,Artem Meshchaninov
,,,,,Ilja Kukharchuk,Khimki,RUS," M (L), AM (RLC)                     ", 2/8/1990 (29 years old)   ,29.0,184.0,77.0,16750.0,0.0,350000.0,14.0,11.0,3.0,9.0,6.0,14.0,13.0,11.0,13.0,12.0,9.0,8.0,3.0,7.0,6.0,8.0,13.0,9.0,9.0,5.0,9.0,7.0,7.0,13.0,10.0,8.0,12.0,1.0,13.0,14.0,3.0,10.0,3.0,1.0,1.0,13.0,10.0,2.0,13.0,13.0,13.0,11.0,1.0,12.0,3.0,1.0,0,0,0,0,0,1,79.8,1497.63,1336.0,0,0,0,1,Ilya Kukharchuk
,,,,,Alexandr Dovbnya,Torpedo Moscow,RUS, GK                                  , 10/4/1987 (33 years old)  ,33.0,193.0,86.0,4700.0,0.0,350000.0,8.0,16.0,8.0,9.0,3.0,2.0,8.0,1.0,10.0,10.0,10.0,6.0,14.0,14.0,1.0,9.0,7.0,14.0,1.0,1.0,8.0,5.0,12.0,14.0,12.0,11.0,9.0,10.0,10.0,11.0,14.0,14.0,10.0,11.0,14.0,2.0,11.0,9.0,10.0,10.0,15.0,14.0,10.0,1.0,10.0,7.0,0,0,1,0,0,0,64.8,1497.63,1370.0,0,0,0,1,Aleksandr Dovbnya
Kazimir Gudiev,,,,,Vitaly Gudiev,Akhmat,RUS, GK                                  , 22/4/1995 (25 years old)  ,25.0,192.0,76.0,36000.0,0.0,350000.0,5.0,15.0,10.0,5.0,2.0,2.0,2.0,2.0,6.0,8.0,7.0,5.0,13.0,11.0,1.0,6.0,1.0,14.0,2.0,1.0,9.0,3.0,14.0,13.0,14.0,12.0,1.0,13.0,11.0,13.0,12.0,10.0,8.0,12.0,5.0,2.0,13.0,9.0,3.0,12.0,5.0,13.0,14.0,2.0,12.0,13.0,0,0,1,0,0,0,79.8,1497.63,1463.0,0,0,1,0,Vitaliy Gudiyev
,,,,,Ali Gadjibekov,Chaika Peschanokopskoe,RUS, D (RC)                              , 6/8/1989 (30 years old)   ,30.0,185.0,74.0,37000.0,0.0,325000.0,12.0,12.0,1.0,7.0,10.0,10.0,10.0,12.0,9.0,14.0,10.0,10.0,2.0,11.0,7.0,11.0,7.0,13.0,7.0,13.0,12.0,7.0,15.0,15.0,8.0,11.0,10.0,1.0,13.0,14.0,4.0,11.0,2.0,1.0,3.0,6.0,12.0,3.0,14.0,12.0,13.0,16.0,2.0,6.0,2.0,1.0,1,0,0,0,0,0,64.8,1497.63,1156.0,0,0,0,1,Ali Gadzhibekov
,,,,,Alexandr Chernikov,Krasnodar-2,RUS," DM, M (C)                           ", 1/2/2000 (20 years old)   ,20.0,181.0,75.0,21000.0,0.0,325000.0,11.0,10.0,1.0,12.0,8.0,12.0,10.0,12.0,12.0,13.0,11.0,10.0,3.0,13.0,9.0,10.0,6.0,10.0,11.0,11.0,12.0,11.0,11.0,6.0,10.0,10.0,12.0,1.0,11.0,12.0,2.0,9.0,2.0,2.0,2.0,12.0,11.0,1.0,13.0,11.0,15.0,11.0,2.0,12.0,2.0,1.0,0,0,0,1,0,0,64.8,1497.63,1156.0,0,0,0,1,Aleksandr Chernikov
,,,,,Alexey Shumskikh,Nizhniy Novgorod,RUS, D (C)                               , 1/7/1990 (30 years old)   ,30.0,190.0,82.0,29500.0,0.0,325000.0,8.0,15.0,2.0,5.0,10.0,6.0,5.0,15.0,7.0,9.0,11.0,6.0,3.0,14.0,11.0,8.0,4.0,10.0,5.0,12.0,15.0,6.0,10.0,17.0,11.0,14.0,7.0,1.0,9.0,11.0,3.0,13.0,3.0,3.0,1.0,6.0,13.0,3.0,10.0,9.0,10.0,12.0,3.0,9.0,4.0,2.0,1,0,0,0,0,0,64.8,1497.63,1357.0,0,0,0,1,Aleksey Shumskikh
,,,,,Maxim Palienko,Orenburg,RUS," M (C), AM (RLC)                     ", 18/10/1994 (25 years old) ,25.0,177.0,67.0,12000.0,0.0,325000.0,13.0,8.0,2.0,11.0,6.0,11.0,13.0,9.0,11.0,10.0,9.0,12.0,2.0,7.0,4.0,12.0,13.0,10.0,10.0,10.0,12.0,12.0,9.0,14.0,11.0,6.0,11.0,3.0,13.0,12.0,3.0,6.0,1.0,4.0,2.0,11.0,11.0,3.0,10.0,14.0,10.0,7.0,1.0,13.0,3.0,1.0,0,0,0,1,0,0,64.8,1497.63,1156.0,0,0,0,1,Maksim Paliyenko
,,,,,Yegor Danilkin,Khimki,RUS, D (C)                               , 1/8/1995 (24 years old)   ,24.0,185.0,80.0,8250.0,0.0,325000.0,10.0,12.0,3.0,9.0,12.0,7.0,8.0,13.0,7.0,13.0,12.0,7.0,2.0,13.0,5.0,10.0,5.0,11.0,7.0,13.0,12.0,6.0,12.0,6.0,11.0,13.0,8.0,1.0,11.0,10.0,1.0,11.0,1.0,3.0,2.0,7.0,12.0,2.0,13.0,9.0,13.0,12.0,2.0,7.0,1.0,4.0,1,0,0,0,0,0,79.8,1497.63,1336.0,0,0,0,1,Yegor Danilkin
,,,,,Alexey Tataev,Mlada Boleslav,RUS, D (C)                               , 8/10/1998 (21 years old)  ,21.0,184.0,77.0,7250.0,575000.0,300000.0,12.0,11.0,2.0,9.0,5.0,7.0,9.0,14.0,11.0,12.0,11.0,7.0,3.0,13.0,7.0,12.0,7.0,12.0,6.0,12.0,12.0,5.0,13.0,13.0,12.0,14.0,9.0,1.0,9.0,11.0,3.0,11.0,2.0,2.0,1.0,11.0,13.0,2.0,13.0,11.0,15.0,11.0,3.0,7.0,3.0,1.0,1,0,0,0,0,0,78.4,1497.63,1441.0,0,0,0,1,Aleksey Tataev
,,,,,Roman Yezhov,Krylja Sovetov,RUS, M/AM (RL)                           , 2/9/1997 (22 years old)   ,22.0,178.0,67.0,1400.0,300000.0,300000.0,10.0,8.0,4.0,11.0,5.0,5.0,14.0,5.0,11.0,9.0,7.0,4.0,3.0,6.0,7.0,13.0,11.0,8.0,9.0,6.0,13.0,5.0,10.0,13.0,14.0,5.0,13.0,3.0,14.0,12.0,4.0,7.0,2.0,2.0,1.0,14.0,4.0,2.0,12.0,14.0,8.0,7.0,2.0,8.0,2.0,3.0,0,0,0,0,0,1,64.8,1497.63,1425.0,0,0,0,1,Roman Yezhov
,,,,,Alexandr Ektov,Orenburg,RUS, M/AM (RL)                           , 30/1/1996 (24 years old)  ,24.0,180.0,70.0,12000.0,80000.0,300000.0,5.0,8.0,1.0,11.0,9.0,9.0,11.0,8.0,13.0,11.0,8.0,9.0,3.0,9.0,5.0,15.0,14.0,10.0,13.0,9.0,10.0,9.0,10.0,17.0,15.0,8.0,11.0,2.0,14.0,15.0,2.0,12.0,1.0,1.0,1.0,12.0,11.0,1.0,9.0,15.0,13.0,7.0,1.0,8.0,1.0,3.0,0,0,0,0,0,1,64.8,1497.63,1156.0,0,0,1,0,Aleksandr Ektov
,,,,,Evgeny Konyukhov,Tom,RUS, GK                                  , 21/11/1986 (33 years old) ,33.0,188.0,86.0,39500.0,1100.0,300000.0,8.0,13.0,13.0,10.0,3.0,3.0,3.0,3.0,12.0,11.0,10.0,6.0,12.0,13.0,4.0,12.0,3.0,11.0,1.0,3.0,13.0,3.0,13.0,12.0,13.0,1.0,7.0,14.0,8.0,6.0,12.0,14.0,10.0,12.0,12.0,1.0,14.0,11.0,10.0,9.0,10.0,16.0,15.0,2.0,11.0,12.0,0,0,1,0,0,0,64.8,1497.63,1252.0,0,0,0,1,Evgeniy Konyukhov
,,,,,Savely Kozlov,Orenburg,RUS, D (C)                               , 19/1/1997 (23 years old)  ,23.0,190.0,82.0,12000.0,0.0,300000.0,12.0,14.0,2.0,9.0,10.0,8.0,9.0,12.0,10.0,11.0,8.0,8.0,1.0,13.0,7.0,9.0,9.0,11.0,8.0,10.0,10.0,7.0,12.0,11.0,11.0,13.0,10.0,2.0,10.0,11.0,1.0,12.0,1.0,2.0,3.0,9.0,11.0,3.0,13.0,10.0,14.0,13.0,2.0,7.0,3.0,3.0,1,0,0,0,0,0,64.8,1497.63,1156.0,0,0,0,1,Saveliy Kozlov
,,,,,Alexey Pomerko,Sochi,RUS," DM, M (C)                           ", 3/5/1990 (30 years old)   ,30.0,184.0,77.0,24500.0,0.0,275000.0,15.0,11.0,2.0,10.0,7.0,12.0,11.0,11.0,10.0,11.0,10.0,9.0,2.0,12.0,6.0,11.0,12.0,14.0,9.0,11.0,11.0,9.0,12.0,12.0,10.0,12.0,9.0,1.0,12.0,13.0,2.0,10.0,3.0,3.0,1.0,8.0,12.0,1.0,13.0,13.0,14.0,13.0,2.0,7.0,3.0,3.0,0,0,0,1,0,0,79.8,1497.63,1530.0,0,0,0,1,Aleksey Pomerko
,,,,,Yury Zhirkov,Zenit,RUS, D/WB/M/AM (L)                       , 20/8/1983 (36 years old)  ,36.0,180.0,75.0,162000.0,575000.0,275000.0,10.0,9.0,1.0,12.0,9.0,11.0,14.0,11.0,16.0,14.0,15.0,11.0,1.0,13.0,8.0,12.0,13.0,15.0,14.0,13.0,5.0,12.0,15.0,18.0,14.0,10.0,15.0,3.0,13.0,12.0,3.0,10.0,3.0,1.0,2.0,11.0,14.0,3.0,12.0,13.0,12.0,12.0,1.0,10.0,2.0,1.0,0,1,0,0,0,0,79.8,1497.63,1685.0,0,0,1,0,Yuriy Zhirkov
,,,,,Yury Lodygin,PAS Giannina,RUS, GK                                  , 26/5/1990 (30 years old)  ,30.0,187.0,82.0,6750.0,0.0,275000.0,9.0,14.0,8.0,10.0,1.0,1.0,1.0,7.0,11.0,12.0,10.0,7.0,15.0,10.0,2.0,10.0,1.0,10.0,3.0,2.0,10.0,4.0,9.0,13.0,10.0,9.0,8.0,12.0,12.0,12.0,11.0,12.0,12.0,11.0,10.0,2.0,13.0,12.0,10.0,13.0,14.0,13.0,12.0,2.0,13.0,14.0,0,0,1,0,0,0,40.8,1497.63,1156.0,0,0,0,1,Yuriy Lodygin
,,,,,Maxim Barsov,Sochi,RUS, ST (C)                              , 29/4/1993 (27 years old)  ,27.0,177.0,71.0,9750.0,0.0,275000.0,11.0,8.0,1.0,10.0,4.0,7.0,14.0,7.0,12.0,11.0,12.0,9.0,2.0,7.0,11.0,12.0,12.0,11.0,10.0,10.0,13.0,9.0,13.0,9.0,12.0,8.0,11.0,1.0,12.0,13.0,4.0,8.0,1.0,1.0,2.0,11.0,10.0,1.0,12.0,12.0,9.0,11.0,3.0,13.0,4.0,1.0,0,0,0,0,1,0,79.8,1497.63,1530.0,0,0,0,1,Maksim Barsov
,,,,,Ramazan Gadjimuradov,Ural,RUS, M/AM (RL)                           , 9/1/1998 (22 years old)   ,22.0,178.0,69.0,10000.0,165000.0,250000.0,12.0,9.0,2.0,11.0,9.0,9.0,13.0,11.0,13.0,7.0,7.0,11.0,2.0,10.0,6.0,12.0,10.0,9.0,12.0,10.0,10.0,13.0,11.0,18.0,9.0,10.0,16.0,2.0,12.0,11.0,3.0,8.0,1.0,3.0,3.0,13.0,11.0,3.0,11.0,11.0,12.0,8.0,2.0,10.0,1.0,3.0,0,0,0,0,0,1,79.8,1497.63,1425.0,0,0,1,0,Ramazan Gadzhimuradov
,,,,,Artem Del'kin,Akron,RUS, ST (C)                              , 2/8/1990 (29 years old)   ,29.0,181.0,77.0,9500.0,0.0,245000.0,11.0,10.0,4.0,10.0,8.0,10.0,11.0,7.0,11.0,12.0,12.0,7.0,2.0,10.0,10.0,7.0,11.0,12.0,6.0,5.0,8.0,7.0,12.0,13.0,12.0,9.0,12.0,1.0,13.0,12.0,2.0,10.0,1.0,1.0,1.0,7.0,13.0,3.0,12.0,12.0,7.0,10.0,3.0,11.0,2.0,1.0,0,0,0,0,1,0,64.8,1497.63,1156.0,0,0,0,1,Artem Del'kin
,,,,,Alexey Skvortsov,Orenburg,RUS," AM (R), ST (C)                      ", 13/1/1992 (28 years old)  ,28.0,185.0,73.0,8000.0,0.0,245000.0,8.0,11.0,2.0,13.0,7.0,11.0,9.0,8.0,10.0,7.0,12.0,8.0,3.0,7.0,12.0,9.0,9.0,9.0,11.0,5.0,8.0,11.0,10.0,12.0,11.0,11.0,10.0,3.0,11.0,13.0,3.0,10.0,3.0,1.0,1.0,10.0,12.0,3.0,11.0,11.0,10.0,10.0,2.0,8.0,2.0,1.0,0,0,0,0,0,1,64.8,1497.63,1156.0,0,0,1,0,Aleksey Skvortsov
,,,,,Dmitry Vorobjov,Orenburg,RUS," AM (L), ST (C)                      ", 28/11/1997 (22 years old) ,22.0,184.0,79.0,8000.0,87000.0,245000.0,8.0,12.0,3.0,11.0,7.0,9.0,12.0,8.0,14.0,8.0,11.0,6.0,4.0,6.0,11.0,12.0,8.0,10.0,11.0,13.0,5.0,8.0,11.0,15.0,8.0,5.0,14.0,2.0,14.0,14.0,2.0,12.0,1.0,3.0,1.0,9.0,13.0,1.0,13.0,13.0,10.0,10.0,2.0,14.0,1.0,1.0,0,0,0,0,0,1,64.8,1497.63,1156.0,0,0,1,0,Dmitriy Vorobjov
,,,,,Maxim Vityugov,Krylja Sovetov,RUS," DM, M (C)                           ", 1/2/1998 (22 years old)   ,22.0,179.0,65.0,8000.0,450000.0,230000.0,15.0,8.0,1.0,14.0,5.0,13.0,10.0,10.0,11.0,10.0,7.0,8.0,4.0,9.0,8.0,14.0,5.0,13.0,7.0,10.0,10.0,6.0,10.0,5.0,9.0,8.0,10.0,2.0,14.0,14.0,3.0,7.0,3.0,2.0,3.0,7.0,10.0,2.0,13.0,14.0,13.0,9.0,3.0,6.0,1.0,3.0,0,0,0,1,0,0,64.8,1497.63,1425.0,0,0,0,1,Maksim Vityugov
,,,,,Alexandr Denisov,Tambov,RUS, D (C)                               , 23/2/1989 (31 years old)  ,31.0,186.0,83.0,2200.0,0.0,230000.0,13.0,12.0,3.0,6.0,9.0,11.0,8.0,12.0,10.0,12.0,12.0,4.0,1.0,12.0,8.0,11.0,5.0,13.0,3.0,13.0,13.0,3.0,9.0,10.0,12.0,11.0,9.0,1.0,11.0,12.0,2.0,11.0,2.0,3.0,1.0,7.0,12.0,2.0,13.0,10.0,18.0,13.0,3.0,6.0,2.0,2.0,1,0,0,0,0,0,79.8,1497.63,1278.0,0,0,0,1,Aleksandr Denisov
,,,,,Mikhail Gaschenkov,Nizhniy Novgorod,RUS," DM, M (C)                           ", 19/6/1992 (28 years old)  ,28.0,174.0,67.0,2400.0,0.0,230000.0,10.0,7.0,3.0,10.0,7.0,10.0,14.0,12.0,12.0,15.0,11.0,9.0,2.0,12.0,12.0,12.0,12.0,14.0,11.0,11.0,11.0,11.0,14.0,11.0,12.0,12.0,12.0,1.0,13.0,11.0,1.0,6.0,1.0,3.0,1.0,10.0,12.0,1.0,12.0,13.0,13.0,11.0,1.0,10.0,1.0,1.0,0,0,0,1,0,0,64.8,1497.63,1357.0,0,0,0,1,Mikhail Gashchenkov
,,,,,Yegor Shamov,Arsenal Tula,RUS, GK                                  , 2/6/1994 (26 years old)   ,26.0,190.0,82.0,25500.0,0.0,225000.0,11.0,15.0,13.0,10.0,3.0,1.0,3.0,2.0,8.0,9.0,11.0,6.0,14.0,12.0,2.0,10.0,1.0,14.0,3.0,1.0,9.0,2.0,12.0,2.0,16.0,2.0,6.0,11.0,8.0,10.0,13.0,12.0,10.0,13.0,4.0,2.0,14.0,10.0,11.0,12.0,10.0,12.0,11.0,2.0,11.0,13.0,0,0,1,0,0,0,79.8,1497.63,1374.0,0,0,1,0,Yegor Shamov
Pavel Komolov,,https://img.a.transfermarkt.technology/portrait/small/55541-1569562718.png?lm=1,34,-,Pavel Komolov,Nizhniy Novgorod,RUS," M (C), AM (RC)                      ", 10/3/1989 (31 years old)  ,31.0,175.0,67.0,29500.0,0.0,215000.0,9.0,8.0,1.0,10.0,7.0,9.0,12.0,13.0,11.0,15.0,13.0,12.0,1.0,10.0,11.0,10.0,12.0,12.0,11.0,10.0,13.0,12.0,15.0,16.0,12.0,7.0,12.0,2.0,12.0,11.0,3.0,8.0,3.0,2.0,4.0,11.0,11.0,2.0,10.0,13.0,15.0,11.0,2.0,8.0,1.0,3.0,0,0,0,1,0,0,64.8,1497.63,1357.0,0,0,0,1,Pavel Komolov
,,,,,Maxim Tishkin,Baltika,RUS," D (RLC), DM                         ", 11/11/1989 (30 years old) ,30.0,182.0,78.0,28500.0,0.0,210000.0,13.0,11.0,1.0,10.0,10.0,10.0,11.0,14.0,11.0,12.0,10.0,4.0,1.0,11.0,5.0,9.0,8.0,13.0,10.0,12.0,17.0,9.0,15.0,16.0,10.0,12.0,11.0,2.0,11.0,12.0,1.0,10.0,2.0,2.0,3.0,9.0,12.0,2.0,12.0,12.0,14.0,12.0,1.0,6.0,2.0,3.0,1,0,0,0,0,0,64.8,1497.63,1156.0,0,0,0,1,Maksim Tishkin
,,,,,Irakli Kvekveskiri,SKA Khabarovsk,RUS," DM, M (C)                           ", 12/3/1990 (30 years old)  ,30.0,179.0,76.0,11750.0,0.0,210000.0,7.0,10.0,2.0,8.0,8.0,10.0,7.0,9.0,10.0,8.0,13.0,10.0,1.0,12.0,11.0,9.0,7.0,11.0,8.0,11.0,12.0,9.0,11.0,14.0,10.0,9.0,10.0,1.0,13.0,12.0,3.0,12.0,2.0,1.0,1.0,9.0,11.0,2.0,13.0,13.0,9.0,9.0,4.0,8.0,1.0,3.0,0,0,0,1,0,0,64.8,1497.63,1268.0,0,0,1,0,Irakli Kvekveskiri
,,,,,Şähruddin Mähämmädäliyev,Other,RUS, GK                                  , 12/6/1994 (26 years old)  ,26.0,188.0,77.0,9750.0,0.0,200000.0,14.0,8.0,12.0,8.0,2.0,1.0,2.0,3.0,4.0,9.0,8.0,7.0,12.0,13.0,2.0,10.0,2.0,10.0,3.0,2.0,7.0,5.0,10.0,16.0,14.0,1.0,1.0,10.0,14.0,14.0,11.0,7.0,8.0,12.0,5.0,3.0,9.0,8.0,8.0,13.0,8.0,15.0,9.0,2.0,11.0,10.0,0,0,1,0,0,0,40.8,1497.63,1156.0,0,0,0,1,Şähruddin Mähämmädäliyev
,,,,,Maxim Rudakov,Rostov,RUS, GK                                  , 22/1/1996 (24 years old)  ,24.0,190.0,80.0,11500.0,100000.0,200000.0,6.0,14.0,10.0,7.0,3.0,2.0,2.0,2.0,6.0,11.0,8.0,6.0,14.0,11.0,1.0,10.0,1.0,11.0,3.0,1.0,10.0,3.0,12.0,18.0,9.0,2.0,11.0,10.0,11.0,10.0,12.0,11.0,10.0,10.0,5.0,2.0,11.0,12.0,10.0,12.0,10.0,14.0,10.0,3.0,11.0,12.0,0,0,1,0,0,0,79.8,1497.63,1440.0,0,0,0,1,Maksim Rudakov
,,,,,Maxim Kutovoy,Krasnodar-3,RUS," AM (R), ST (C)                      ", 1/7/2001 (19 years old)   ,19.0,186.0,74.0,8000.0,0.0,200000.0,11.0,12.0,3.0,10.0,6.0,12.0,12.0,5.0,12.0,12.0,11.0,8.0,3.0,9.0,12.0,11.0,11.0,12.0,9.0,7.0,9.0,8.0,9.0,12.0,10.0,10.0,11.0,2.0,10.0,12.0,2.0,11.0,4.0,3.0,3.0,13.0,10.0,3.0,10.0,11.0,10.0,12.0,1.0,12.0,1.0,2.0,0,0,0,0,0,1,40.8,1497.63,1156.0,0,0,0,1,Maksim Kutovoy
,,,,,Alexandr Dolgov,Khimki,RUS," AM (R), ST (C)                      ", 24/9/1998 (21 years old)  ,21.0,184.0,76.0,475.0,11750.0,200000.0,8.0,13.0,1.0,11.0,4.0,5.0,13.0,6.0,9.0,11.0,12.0,4.0,2.0,5.0,9.0,8.0,11.0,11.0,5.0,2.0,10.0,6.0,12.0,12.0,11.0,13.0,13.0,2.0,10.0,12.0,1.0,12.0,2.0,1.0,1.0,13.0,9.0,1.0,12.0,8.0,10.0,12.0,3.0,14.0,1.0,1.0,0,0,0,0,0,1,79.8,1497.63,1336.0,0,0,0,1,Aleksandr Dolgov
,,,,,Sergey Zuikov,Nizhniy Novgorod,RUS, D (RL)                              , 19/9/1993 (26 years old)  ,26.0,179.0,72.0,21000.0,0.0,195000.0,12.0,10.0,2.0,8.0,13.0,13.0,7.0,13.0,9.0,12.0,13.0,8.0,1.0,13.0,13.0,12.0,8.0,12.0,8.0,13.0,5.0,8.0,10.0,10.0,7.0,14.0,9.0,2.0,13.0,13.0,4.0,9.0,2.0,3.0,2.0,12.0,9.0,2.0,13.0,11.0,13.0,11.0,2.0,11.0,2.0,1.0,0,1,0,0,0,0,64.8,1497.63,1357.0,0,0,0,1,Sergey Zuikov
,,,,,Alex Matsukatov,Krasnodar-2,RUS, M (C)                               , 11/1/1999 (21 years old)  ,21.0,180.0,75.0,12000.0,0.0,190000.0,10.0,9.0,3.0,10.0,12.0,10.0,10.0,9.0,12.0,11.0,9.0,11.0,1.0,11.0,9.0,12.0,9.0,14.0,11.0,12.0,8.0,10.0,12.0,12.0,9.0,10.0,12.0,1.0,11.0,11.0,3.0,11.0,3.0,1.0,3.0,13.0,11.0,2.0,11.0,12.0,13.0,12.0,1.0,12.0,1.0,1.0,0,0,0,1,0,0,64.8,1497.63,1156.0,0,0,1,0,Aleks Matsukatov
Kostiantyn Nesterenko,,,,,Yury Nesterenko,Akron,RUS, GK                                  , 12/6/1991 (29 years old)  ,29.0,189.0,85.0,9500.0,0.0,185000.0,13.0,14.0,14.0,11.0,1.0,3.0,3.0,2.0,10.0,11.0,10.0,5.0,12.0,11.0,3.0,11.0,1.0,12.0,1.0,1.0,8.0,3.0,10.0,8.0,10.0,1.0,6.0,12.0,8.0,10.0,12.0,13.0,12.0,10.0,3.0,3.0,13.0,12.0,10.0,8.0,10.0,14.0,12.0,3.0,11.0,8.0,0,0,1,0,0,0,64.8,1497.63,1156.0,0,0,0,1,Yuriy Nesterenko
,,,,,Anatoly Katrich,Textilschik Ivanovo,RUS, AM (RL)                             , 9/7/1994 (26 years old)   ,26.0,181.0,77.0,9500.0,0.0,185000.0,4.0,10.0,1.0,8.0,4.0,8.0,7.0,6.0,13.0,5.0,5.0,12.0,1.0,4.0,13.0,12.0,11.0,7.0,11.0,3.0,6.0,14.0,5.0,6.0,7.0,6.0,13.0,2.0,14.0,14.0,2.0,10.0,1.0,3.0,2.0,11.0,9.0,1.0,8.0,13.0,10.0,5.0,3.0,11.0,2.0,2.0,0,0,0,0,0,1,64.8,1497.63,1156.0,0,0,0,1,Anatoliy Katrich
,,,,,Artem Galadjan,Nizhniy Novgorod,RUS, ST (C)                              , 22/5/1998 (22 years old)  ,22.0,180.0,71.0,8000.0,0.0,185000.0,13.0,10.0,2.0,10.0,5.0,10.0,10.0,7.0,11.0,9.0,12.0,8.0,2.0,6.0,7.0,11.0,12.0,10.0,9.0,6.0,8.0,7.0,11.0,15.0,10.0,8.0,12.0,1.0,14.0,13.0,3.0,9.0,3.0,3.0,3.0,10.0,12.0,1.0,12.0,13.0,10.0,13.0,2.0,12.0,1.0,3.0,0,0,0,0,1,0,64.8,1497.63,1357.0,0,0,0,1,Artem Galadzhan
,,,,,Alexandr Lomakin,Yenisey,RUS, M/AM (C)                            , 14/2/1995 (25 years old)  ,25.0,174.0,70.0,7500.0,0.0,185000.0,8.0,8.0,2.0,10.0,7.0,11.0,11.0,5.0,13.0,10.0,10.0,11.0,2.0,8.0,9.0,11.0,15.0,10.0,8.0,6.0,9.0,11.0,12.0,11.0,13.0,6.0,11.0,4.0,12.0,11.0,1.0,8.0,3.0,2.0,1.0,12.0,10.0,3.0,12.0,11.0,8.0,10.0,1.0,10.0,3.0,2.0,0,0,0,1,0,0,64.8,1497.63,1319.0,0,0,1,0,Aleksandr Lomakin
Atletico Management Ltd,,,,,Ilja Martynov,Tambov,RUS, D (C)                               , 25/1/2000 (20 years old)  ,20.0,185.0,78.0,8000.0,0.0,180000.0,12.0,11.0,3.0,13.0,10.0,9.0,10.0,10.0,10.0,12.0,10.0,10.0,2.0,12.0,10.0,12.0,10.0,10.0,10.0,11.0,12.0,9.0,9.0,5.0,9.0,10.0,10.0,2.0,12.0,12.0,3.0,10.0,3.0,3.0,4.0,10.0,13.0,2.0,11.0,12.0,13.0,12.0,1.0,9.0,2.0,3.0,1,0,0,0,0,0,79.8,1497.63,1278.0,0,0,0,1,Ilya Martynov
,,,,,Dmitry Samoilov,Shinnik,RUS," M (RL), AM (L)                      ", 25/9/1993 (26 years old)  ,26.0,179.0,74.0,11000.0,0.0,175000.0,14.0,9.0,1.0,12.0,8.0,4.0,13.0,7.0,9.0,12.0,10.0,8.0,1.0,8.0,3.0,10.0,11.0,12.0,11.0,4.0,9.0,7.0,9.0,3.0,14.0,4.0,13.0,2.0,12.0,12.0,3.0,9.0,2.0,2.0,3.0,9.0,11.0,1.0,13.0,12.0,13.0,3.0,1.0,9.0,1.0,3.0,0,0,0,0,0,1,64.8,1497.63,1156.0,0,0,1,0,Dmitriy Samoilov
Stanislav Prychynenko,,https://img.a.transfermarkt.technology/portrait/small/177291-1589306579.png?lm=1,32,-,Stanislav Prychynenko,Akron,RUS," DM, M (C)                           ", 26/6/1991 (29 years old)  ,29.0,182.0,74.0,6250.0,0.0,175000.0,8.0,10.0,2.0,14.0,5.0,14.0,9.0,13.0,9.0,10.0,8.0,8.0,1.0,14.0,5.0,12.0,5.0,8.0,3.0,12.0,4.0,7.0,10.0,14.0,9.0,8.0,11.0,3.0,14.0,14.0,1.0,9.0,3.0,3.0,2.0,10.0,10.0,2.0,10.0,14.0,13.0,9.0,1.0,6.0,2.0,4.0,0,0,0,1,0,0,64.8,1497.63,1156.0,0,0,1,0,Stanislav Prychynenko
