name,club,nat,position,dob,age,height,weight,wage,last trans. fee,value,agg,jum,pun,vis,l th,lon,otb,tck,tec,tea,cmp,fre,ref,pos,pen,pas,fla,ant,cro,mar,ldr,cor,cnt,det,dec,hea,fir,com,acc,pac,aer,str,thr,han,ecc,dri,bal,kic,sta,agi,wor,bra,cmd,fin,1v1,tro,centerback,fullback,goalkeeper,midfielder,striker,winger,division_rating,nat_rating,club_rating,either_left,either_right,left,right,current_age,kor_names
Yu Jeong-Wan,Seoul E-Land,KOR, AM (R)                         ,1996-04-05,24.0,177.0,70.0,1600.0,0.0,21500.0,5.0,3.0,3.0,8.0,5.0,4.0,12.0,6.0,8.0,7.0,6.0,4.0,1.0,5.0,2.0,6.0,12.0,8.0,9.0,5.0,12.0,6.0,6.0,12.0,13.0,6.0,13.0,3.0,13.0,13.0,2.0,3.0,3.0,1.0,2.0,8.0,7.0,1.0,10.0,13.0,6.0,8.0,1.0,7.0,2.0,2.0,0,0,0,0,0,1,61.1,1540.35,1156.0,0,0,0,1,27,Yu Jeong-wan
Kwon Soon-Hyung,Seongnam,KOR," DM, M (C)                      ",1986-06-16,34.0,176.0,73.0,9250.0,0.0,21500.0,9.0,5.0,2.0,15.0,4.0,10.0,12.0,10.0,12.0,12.0,11.0,11.0,2.0,10.0,11.0,11.0,14.0,11.0,11.0,9.0,8.0,11.0,9.0,8.0,11.0,7.0,11.0,1.0,11.0,11.0,1.0,9.0,3.0,2.0,3.0,10.0,9.0,1.0,11.0,13.0,12.0,9.0,1.0,9.0,3.0,1.0,0,0,0,1,0,0,71.6,1540.35,1323.0,0,0,0,1,37,kwon 곧 한일
Oh Chang-Hyun,Gangneung City,KOR, M/AM (C)                       ,1993-03-02,27.0,178.0,70.0,2400.0,0.0,21500.0,13.0,7.0,2.0,11.0,1.0,9.0,9.0,7.0,9.0,8.0,7.0,6.0,1.0,9.0,4.0,13.0,8.0,10.0,7.0,5.0,9.0,7.0,8.0,7.0,13.0,7.0,12.0,1.0,14.0,14.0,2.0,7.0,1.0,1.0,2.0,9.0,8.0,1.0,6.0,14.0,11.0,1.0,2.0,7.0,3.0,3.0,0,0,0,1,0,0,52.6,1540.35,1156.0,0,0,1,0,30,오 창 중
Nam Yun-Jae,Other,KOR, ST (C)                         ,1996-05-31,24.0,180.0,67.0,1400.0,0.0,21500.0,14.0,11.0,1.0,11.0,4.0,9.0,10.0,9.0,9.0,10.0,10.0,8.0,2.0,10.0,5.0,9.0,6.0,8.0,7.0,10.0,9.0,8.0,9.0,5.0,8.0,15.0,10.0,3.0,10.0,10.0,3.0,11.0,2.0,3.0,2.0,7.0,10.0,3.0,11.0,13.0,11.0,10.0,2.0,9.0,2.0,3.0,0,0,0,0,1,0,40.8,1540.35,1156.0,0,0,1,0,27,Nam Yun-Jae
Yang Sang-Min,Suwon,KOR, D (LC)                         ,1984-02-24,36.0,182.0,80.0,10500.0,0.0,21500.0,16.0,12.0,3.0,16.0,18.0,8.0,10.0,13.0,10.0,14.0,10.0,11.0,3.0,12.0,14.0,15.0,7.0,10.0,11.0,11.0,12.0,10.0,12.0,18.0,10.0,11.0,10.0,1.0,10.0,10.0,2.0,14.0,3.0,1.0,2.0,9.0,13.0,2.0,15.0,9.0,16.0,13.0,3.0,8.0,2.0,2.0,1,0,0,0,0,0,71.6,1540.35,1407.0,0,0,1,0,39,양 순민
Lim Chae-Gwan,Ansan,KOR, M/AM (C)                       ,1995-10-28,24.0,175.0,68.0,1500.0,0.0,21000.0,13.0,6.0,1.0,11.0,6.0,8.0,13.0,10.0,13.0,8.0,10.0,6.0,2.0,9.0,5.0,8.0,12.0,8.0,7.0,7.0,13.0,7.0,6.0,7.0,10.0,7.0,12.0,2.0,9.0,11.0,3.0,6.0,3.0,1.0,2.0,8.0,6.0,2.0,10.0,14.0,13.0,2.0,3.0,7.0,4.0,1.0,0,0,0,1,0,0,61.1,1540.35,1156.0,0,0,0,1,28,임파 wan
Kim Jae-Cheol,Asan FC,KOR, AM (R)                         ,1996-02-19,24.0,170.0,60.0,1600.0,0.0,21000.0,8.0,1.0,3.0,10.0,1.0,5.0,9.0,5.0,8.0,7.0,10.0,10.0,3.0,6.0,1.0,11.0,9.0,7.0,11.0,4.0,12.0,9.0,7.0,11.0,13.0,4.0,11.0,2.0,13.0,13.0,3.0,1.0,1.0,1.0,2.0,10.0,7.0,1.0,9.0,13.0,12.0,2.0,1.0,7.0,3.0,3.0,0,0,0,0,0,1,61.1,1540.35,1156.0,0,0,0,1,27,김재-cheol
Lee Kun-hee,Seoul E-Land,KOR, ST (C)                         ,1998-02-17,22.0,186.0,78.0,1500.0,0.0,21000.0,7.0,8.0,1.0,4.0,3.0,8.0,11.0,3.0,10.0,7.0,9.0,7.0,3.0,3.0,3.0,8.0,9.0,5.0,3.0,6.0,2.0,7.0,8.0,4.0,14.0,12.0,11.0,1.0,14.0,14.0,1.0,6.0,3.0,2.0,2.0,14.0,8.0,1.0,8.0,14.0,8.0,5.0,1.0,10.0,2.0,4.0,0,0,0,0,1,0,61.1,1540.35,1156.0,0,0,0,1,25,이 쿤 중
Yoon Jong-Tae,Daegu,KOR, M (LC)                         ,1998-02-12,22.0,172.0,72.0,1700.0,0.0,20500.0,7.0,9.0,2.0,10.0,9.0,9.0,9.0,9.0,11.0,7.0,8.0,8.0,2.0,12.0,10.0,12.0,10.0,6.0,12.0,10.0,8.0,11.0,10.0,9.0,8.0,8.0,11.0,2.0,11.0,12.0,3.0,13.0,1.0,3.0,1.0,9.0,12.0,1.0,10.0,8.0,12.0,10.0,3.0,10.0,2.0,3.0,0,0,0,1,0,0,71.6,1540.35,1460.0,0,0,0,1,25,윤종-
Lee Myeong-Keon,Asan FC,KOR," D (C), DM, M (C)               ",1994-07-27,26.0,189.0,85.0,1600.0,0.0,20500.0,5.0,14.0,2.0,10.0,1.0,7.0,7.0,13.0,9.0,8.0,8.0,5.0,3.0,9.0,2.0,10.0,5.0,11.0,6.0,11.0,8.0,4.0,7.0,5.0,9.0,11.0,8.0,3.0,14.0,14.0,1.0,11.0,1.0,3.0,3.0,6.0,5.0,2.0,13.0,13.0,12.0,8.0,3.0,2.0,2.0,3.0,1,0,0,0,0,0,61.1,1540.35,1156.0,0,0,0,1,29,이 myeong-keon
Kim Jin-Rae,Ansan,KOR, D (L)                          ,1997-05-01,23.0,180.0,68.0,1600.0,0.0,20500.0,10.0,12.0,3.0,9.0,8.0,6.0,6.0,8.0,10.0,9.0,9.0,11.0,3.0,10.0,8.0,11.0,5.0,9.0,11.0,9.0,11.0,10.0,9.0,16.0,11.0,11.0,10.0,3.0,10.0,10.0,4.0,9.0,4.0,3.0,2.0,5.0,9.0,2.0,14.0,12.0,9.0,10.0,3.0,6.0,3.0,2.0,0,1,0,0,0,0,61.1,1540.35,1156.0,0,0,1,0,26,킴 진-라
Lim Dae-Joon,Other,KOR, M (C)                          ,1994-05-04,26.0,172.0,70.0,1900.0,0.0,20500.0,9.0,3.0,3.0,13.0,3.0,10.0,8.0,8.0,10.0,7.0,6.0,6.0,1.0,8.0,1.0,10.0,5.0,7.0,5.0,10.0,13.0,6.0,4.0,10.0,13.0,2.0,13.0,2.0,13.0,13.0,3.0,6.0,4.0,3.0,4.0,2.0,6.0,3.0,13.0,13.0,11.0,8.0,1.0,2.0,3.0,1.0,0,0,0,1,0,0,52.6,1540.35,1156.0,0,0,0,1,29,임 대주
Park Kyung-Min,Busan,KOR, D (L)                          ,1999-08-02,20.0,172.0,63.0,1300.0,0.0,20500.0,13.0,7.0,3.0,5.0,7.0,8.0,8.0,11.0,8.0,9.0,9.0,2.0,2.0,10.0,5.0,7.0,8.0,8.0,6.0,10.0,3.0,5.0,8.0,16.0,15.0,9.0,9.0,1.0,13.0,11.0,2.0,7.0,3.0,4.0,2.0,8.0,9.0,2.0,10.0,12.0,9.0,10.0,3.0,1.0,1.0,1.0,0,1,0,0,0,0,71.6,1540.35,1156.0,0,0,1,0,24,파크 경마
Choi Woo-Jae,Other,KOR, D (RC)                         ,1990-03-27,30.0,185.0,76.0,1900.0,0.0,20000.0,13.0,11.0,3.0,5.0,7.0,5.0,4.0,10.0,7.0,8.0,7.0,6.0,2.0,12.0,1.0,7.0,5.0,10.0,9.0,11.0,7.0,7.0,9.0,16.0,7.0,8.0,9.0,1.0,13.0,14.0,3.0,11.0,2.0,2.0,3.0,7.0,11.0,3.0,12.0,14.0,8.0,11.0,2.0,1.0,1.0,1.0,1,0,0,0,0,0,40.8,1540.35,1156.0,0,0,0,1,33,최위 조
Song Hwan-Young,Asan FC,KOR, D/WB/M/AM (R)                  ,1997-10-11,22.0,183.0,72.0,1600.0,0.0,20000.0,11.0,9.0,2.0,6.0,7.0,5.0,14.0,8.0,7.0,8.0,9.0,6.0,1.0,9.0,1.0,10.0,7.0,10.0,10.0,7.0,1.0,4.0,8.0,3.0,11.0,1.0,11.0,3.0,14.0,13.0,1.0,5.0,1.0,2.0,2.0,10.0,8.0,1.0,9.0,9.0,8.0,7.0,1.0,11.0,2.0,3.0,0,1,0,0,0,0,61.1,1540.35,1156.0,0,0,0,1,26,송 완영
Kim Boo-Gwan,Busan TC,KOR," M (RC), AM (RL), ST (C)        ",1990-09-03,29.0,172.0,60.0,2400.0,0.0,20000.0,15.0,6.0,2.0,7.0,6.0,8.0,8.0,5.0,9.0,7.0,7.0,6.0,3.0,6.0,2.0,11.0,12.0,9.0,6.0,5.0,9.0,4.0,7.0,15.0,13.0,4.0,11.0,2.0,13.0,12.0,2.0,4.0,1.0,1.0,2.0,7.0,7.0,4.0,13.0,10.0,8.0,6.0,1.0,8.0,4.0,3.0,0,0,0,1,0,0,52.6,1540.35,1156.0,0,0,0,1,33,김 부완
Jeong Chung-Geun,Suwon FC,KOR," AM (RL), ST (C)                ",1995-03-01,25.0,175.0,63.0,1600.0,0.0,19750.0,12.0,10.0,2.0,8.0,5.0,8.0,11.0,1.0,12.0,8.0,6.0,6.0,1.0,4.0,2.0,10.0,14.0,11.0,6.0,1.0,5.0,4.0,8.0,4.0,9.0,9.0,13.0,2.0,13.0,13.0,1.0,8.0,2.0,3.0,2.0,12.0,12.0,3.0,8.0,14.0,9.0,7.0,2.0,9.0,3.0,3.0,0,0,0,0,0,1,61.1,1540.35,1349.0,0,0,0,1,28,정형 대우
Lee Jun-Ho,Asan FC,KOR, AM (RC)                        ,2000-04-06,20.0,176.0,78.0,1500.0,0.0,19750.0,6.0,4.0,4.0,8.0,4.0,9.0,12.0,5.0,14.0,8.0,8.0,7.0,1.0,8.0,6.0,11.0,13.0,9.0,6.0,7.0,7.0,7.0,6.0,5.0,13.0,7.0,10.0,1.0,11.0,12.0,4.0,10.0,1.0,2.0,2.0,11.0,8.0,3.0,7.0,12.0,9.0,8.0,1.0,9.0,2.0,1.0,0,0,0,1,0,0,61.1,1540.35,1156.0,0,0,0,1,23,이 준호
Ahn Eun-San,Suwon FC,KOR, M/AM (R)                       ,1996-10-04,23.0,178.0,65.0,1600.0,0.0,19500.0,11.0,6.0,3.0,5.0,6.0,2.0,11.0,7.0,12.0,6.0,6.0,10.0,1.0,6.0,3.0,9.0,12.0,10.0,10.0,6.0,12.0,10.0,7.0,16.0,10.0,4.0,10.0,3.0,13.0,13.0,3.0,4.0,1.0,2.0,4.0,10.0,7.0,3.0,6.0,13.0,11.0,5.0,1.0,9.0,3.0,3.0,0,0,0,0,0,1,61.1,1540.35,1349.0,0,0,0,1,27,안 씨
Kim Min-Sik,Asan FC,KOR," D (R), M (C)                   ",1998-03-18,22.0,175.0,60.0,1600.0,0.0,19500.0,7.0,5.0,3.0,9.0,7.0,8.0,8.0,10.0,9.0,8.0,6.0,7.0,1.0,5.0,2.0,12.0,5.0,11.0,7.0,11.0,9.0,4.0,8.0,10.0,12.0,6.0,13.0,2.0,14.0,14.0,1.0,8.0,3.0,2.0,2.0,6.0,8.0,2.0,11.0,14.0,12.0,7.0,3.0,3.0,4.0,2.0,0,1,0,0,0,0,61.1,1540.35,1156.0,0,0,0,1,25,김 민시
Ahn Sum-Mem,Ansan,KOR, D (C)                          ,1999-08-09,20.0,185.0,74.0,1500.0,0.0,19250.0,10.0,7.0,3.0,11.0,1.0,3.0,6.0,13.0,5.0,6.0,2.0,1.0,1.0,12.0,3.0,10.0,5.0,10.0,4.0,8.0,13.0,5.0,5.0,3.0,13.0,11.0,3.0,2.0,10.0,7.0,2.0,9.0,3.0,1.0,2.0,5.0,7.0,1.0,5.0,10.0,7.0,9.0,2.0,2.0,3.0,2.0,1,0,0,0,0,0,61.1,1540.35,1156.0,0,1,0,0,24,Ahn Sum-Mem
Lee Keun-Ho,Daegu,KOR," AM (RLC), ST (C)               ",1985-04-11,35.0,176.0,74.0,5750.0,0.0,19000.0,11.0,9.0,1.0,12.0,5.0,9.0,11.0,8.0,12.0,15.0,11.0,6.0,3.0,11.0,8.0,12.0,11.0,11.0,11.0,7.0,16.0,9.0,11.0,14.0,12.0,10.0,11.0,4.0,9.0,11.0,2.0,10.0,2.0,3.0,2.0,13.0,11.0,3.0,11.0,12.0,12.0,11.0,3.0,12.0,2.0,1.0,0,0,0,0,1,0,71.6,1540.35,1460.0,0,0,0,1,38,리 쿤호
Kim Ju-Yeop,Suwon FC,KOR, D (R)                          ,2000-04-05,20.0,180.0,76.0,1700.0,0.0,19000.0,9.0,12.0,1.0,7.0,7.0,5.0,9.0,7.0,9.0,10.0,9.0,3.0,1.0,9.0,6.0,7.0,9.0,9.0,11.0,13.0,13.0,5.0,8.0,4.0,8.0,11.0,10.0,3.0,11.0,12.0,1.0,8.0,1.0,2.0,3.0,5.0,10.0,2.0,16.0,12.0,13.0,10.0,3.0,5.0,3.0,2.0,0,1,0,0,0,0,61.1,1540.35,1349.0,0,0,0,1,23,Kim Ju-Yeop
Yun Ji-Heok,Bucheon 1995,KOR, D (C)                          ,1998-02-07,22.0,190.0,85.0,1700.0,0.0,19000.0,8.0,12.0,2.0,3.0,1.0,4.0,6.0,8.0,3.0,6.0,6.0,1.0,4.0,13.0,2.0,6.0,5.0,11.0,2.0,13.0,4.0,3.0,11.0,18.0,13.0,8.0,5.0,2.0,12.0,10.0,2.0,7.0,2.0,4.0,1.0,1.0,7.0,2.0,7.0,13.0,7.0,9.0,3.0,1.0,1.0,4.0,1,0,0,0,0,0,61.1,1540.35,1156.0,0,0,0,1,25,Yun Ji-heok
Jung Sung-Min,Daejeon Korail,KOR," AM (C), ST (C)                 ",1989-05-02,31.0,184.0,80.0,2600.0,0.0,19000.0,12.0,10.0,3.0,11.0,6.0,12.0,11.0,7.0,11.0,11.0,9.0,10.0,3.0,9.0,12.0,11.0,10.0,10.0,12.0,12.0,9.0,11.0,10.0,10.0,10.0,12.0,13.0,2.0,10.0,11.0,2.0,12.0,1.0,1.0,2.0,13.0,12.0,1.0,11.0,10.0,11.0,12.0,1.0,13.0,3.0,1.0,0,0,0,0,1,0,52.6,1540.35,1156.0,0,0,0,1,34,정
Oh Beom-Seok,Pohang,KOR," D (RC), WB (R), DM, M (C)      ",1984-07-29,35.0,181.0,77.0,7250.0,0.0,18750.0,17.0,10.0,1.0,10.0,8.0,8.0,10.0,11.0,11.0,14.0,10.0,10.0,3.0,11.0,8.0,10.0,13.0,12.0,10.0,10.0,11.0,10.0,13.0,13.0,11.0,10.0,11.0,4.0,12.0,11.0,2.0,11.0,1.0,2.0,4.0,10.0,11.0,1.0,10.0,11.0,15.0,15.0,2.0,8.0,4.0,3.0,1,0,0,0,0,0,71.6,1540.35,1476.0,0,0,0,1,39,"오, BEOM-SEOK"
Kim Jong-Jin,Gangneung City,KOR, WB (RL)                        ,1996-03-05,24.0,179.0,75.0,2300.0,0.0,18750.0,6.0,9.0,2.0,10.0,8.0,8.0,11.0,6.0,5.0,10.0,9.0,10.0,1.0,10.0,4.0,10.0,10.0,7.0,10.0,9.0,9.0,10.0,9.0,10.0,9.0,7.0,10.0,3.0,13.0,11.0,3.0,8.0,2.0,3.0,3.0,9.0,9.0,3.0,13.0,11.0,8.0,5.0,3.0,4.0,1.0,1.0,0,1,0,0,0,0,52.6,1540.35,1156.0,0,0,0,1,27,김정은
Son Min-Woo,Other,KOR, M/AM (C)                       ,1997-04-25,23.0,176.0,70.0,1400.0,0.0,18750.0,6.0,7.0,2.0,11.0,6.0,7.0,10.0,6.0,10.0,11.0,10.0,10.0,2.0,8.0,3.0,11.0,15.0,8.0,2.0,7.0,13.0,6.0,7.0,17.0,10.0,6.0,13.0,2.0,13.0,13.0,1.0,5.0,3.0,2.0,2.0,8.0,7.0,1.0,6.0,13.0,12.0,8.0,2.0,7.0,2.0,4.0,0,0,0,1,0,0,52.6,1540.35,1156.0,0,0,0,1,26,아들 민우
Kim Jae-Seok,Jeonbuk,KOR, M (C)                          ,2001-02-01,19.0,175.0,65.0,1600.0,0.0,18750.0,8.0,9.0,3.0,11.0,1.0,14.0,10.0,9.0,14.0,8.0,5.0,6.0,1.0,6.0,3.0,14.0,7.0,5.0,5.0,9.0,1.0,7.0,8.0,9.0,14.0,6.0,10.0,3.0,7.0,11.0,2.0,7.0,3.0,3.0,3.0,3.0,8.0,3.0,8.0,13.0,13.0,5.0,3.0,4.0,2.0,3.0,0,0,0,1,0,0,71.6,1540.35,1599.0,0,0,0,1,22,김재석
Lee Jae-Kwon,Gangwon,KOR," DM, M/AM (C)                   ",1987-07-30,32.0,176.0,69.0,2200.0,0.0,18750.0,13.0,8.0,3.0,10.0,4.0,10.0,12.0,9.0,10.0,12.0,13.0,10.0,4.0,11.0,7.0,11.0,9.0,12.0,8.0,10.0,10.0,9.0,12.0,13.0,10.0,8.0,11.0,1.0,9.0,11.0,1.0,10.0,3.0,2.0,3.0,9.0,11.0,2.0,11.0,10.0,13.0,11.0,3.0,10.0,2.0,2.0,0,0,0,1,0,0,71.6,1540.35,1357.0,0,0,0,1,36,이재-폰
Lee Jae-An,Gyeongju KHNP,KOR," AM (LC), ST (C)                ",1988-06-21,32.0,181.0,81.0,3000.0,0.0,18500.0,11.0,9.0,3.0,9.0,6.0,8.0,11.0,8.0,11.0,11.0,9.0,6.0,3.0,8.0,11.0,10.0,12.0,9.0,9.0,7.0,7.0,4.0,9.0,16.0,8.0,9.0,9.0,3.0,13.0,13.0,2.0,9.0,2.0,2.0,1.0,11.0,10.0,2.0,11.0,12.0,11.0,9.0,3.0,10.0,1.0,2.0,0,0,0,0,1,0,52.6,1540.35,1156.0,0,0,0,1,35,Lee Jae-an
Moon Kwang-Suk,Gangwon,KOR, GK                             ,1996-03-02,24.0,187.0,80.0,1600.0,0.0,18500.0,9.0,10.0,10.0,10.0,1.0,3.0,10.0,3.0,3.0,10.0,10.0,5.0,10.0,11.0,3.0,13.0,10.0,10.0,2.0,2.0,7.0,3.0,10.0,8.0,10.0,2.0,4.0,10.0,10.0,11.0,10.0,12.0,9.0,7.0,7.0,2.0,10.0,10.0,12.0,10.0,11.0,10.0,9.0,3.0,11.0,10.0,0,0,1,0,0,0,71.6,1540.35,1357.0,0,0,0,1,27,문
Ryu Yeon-Soo,Jeju,KOR, GK                             ,1998-02-26,22.0,193.0,89.0,1800.0,0.0,18500.0,9.0,13.0,12.0,6.0,3.0,2.0,3.0,3.0,4.0,7.0,6.0,7.0,13.0,11.0,3.0,8.0,2.0,5.0,2.0,3.0,12.0,4.0,8.0,9.0,13.0,1.0,1.0,6.0,10.0,11.0,13.0,6.0,8.0,11.0,5.0,1.0,5.0,10.0,4.0,7.0,6.0,7.0,9.0,2.0,9.0,8.0,0,0,1,0,0,0,61.1,1540.35,1445.0,0,0,0,1,25,Ryu Yeon-Soo
Lee Jun-Hee,Daegu,KOR, GK                             ,1993-12-10,26.0,192.0,89.0,1700.0,0.0,18500.0,8.0,11.0,12.0,8.0,1.0,2.0,10.0,1.0,6.0,11.0,9.0,7.0,12.0,10.0,2.0,4.0,7.0,9.0,2.0,1.0,11.0,3.0,10.0,11.0,9.0,4.0,7.0,11.0,9.0,11.0,11.0,11.0,14.0,11.0,3.0,3.0,9.0,10.0,11.0,8.0,9.0,9.0,12.0,3.0,9.0,11.0,0,0,1,0,0,0,71.6,1540.35,1460.0,0,0,0,1,29,Lee Jun-hee
Kim Sang-Gyun,Other,KOR, M (C)                          ,1991-02-13,29.0,182.0,75.0,1600.0,0.0,18500.0,11.0,6.0,3.0,11.0,2.0,9.0,10.0,10.0,10.0,11.0,11.0,4.0,3.0,10.0,8.0,11.0,11.0,11.0,8.0,9.0,8.0,7.0,7.0,10.0,10.0,8.0,10.0,1.0,10.0,11.0,4.0,11.0,2.0,3.0,1.0,9.0,10.0,3.0,11.0,9.0,11.0,11.0,2.0,7.0,2.0,3.0,0,0,0,1,0,0,40.8,1540.35,1156.0,0,0,0,1,32,김상 이운
Ryu Eon-Jae,Gangneung City,KOR," D (C), DM                      ",1994-11-05,25.0,184.0,80.0,2300.0,0.0,18500.0,9.0,12.0,3.0,7.0,1.0,8.0,6.0,12.0,7.0,7.0,8.0,6.0,4.0,9.0,4.0,11.0,5.0,12.0,1.0,10.0,13.0,1.0,10.0,11.0,13.0,11.0,6.0,4.0,13.0,13.0,1.0,10.0,1.0,1.0,2.0,3.0,7.0,1.0,8.0,13.0,12.0,8.0,3.0,4.0,1.0,1.0,1,0,0,0,0,0,52.6,1540.35,1156.0,0,0,0,1,29,Ryu Eon-Jae
Kim Sin-Cheol,Cheonan City,KOR, M/AM (L)                       ,1990-11-29,29.0,178.0,72.0,2100.0,0.0,18250.0,10.0,7.0,2.0,9.0,4.0,7.0,10.0,5.0,8.0,7.0,7.0,6.0,2.0,6.0,4.0,10.0,13.0,8.0,11.0,6.0,11.0,6.0,6.0,11.0,13.0,3.0,12.0,2.0,13.0,13.0,3.0,4.0,3.0,1.0,3.0,12.0,7.0,3.0,11.0,13.0,7.0,4.0,2.0,7.0,3.0,2.0,0,0,0,0,0,1,52.6,1540.35,1156.0,0,0,1,0,33,김신-cheol
Jeong Hyeon-Woo,Gwangju,KOR," M (RC), AM (R)                 ",2000-07-12,20.0,174.0,65.0,1400.0,0.0,18000.0,12.0,9.0,3.0,12.0,3.0,6.0,12.0,6.0,11.0,11.0,9.0,13.0,2.0,8.0,4.0,12.0,13.0,8.0,12.0,5.0,12.0,11.0,9.0,4.0,11.0,7.0,8.0,3.0,11.0,12.0,2.0,8.0,2.0,1.0,1.0,12.0,10.0,2.0,10.0,10.0,11.0,9.0,1.0,8.0,3.0,2.0,0,0,0,1,0,0,71.6,1540.35,1156.0,0,0,1,0,23,정리우
Kim Yeong-Uk,Jeonnam,KOR, D (R)                          ,2000-03-02,20.0,175.0,63.0,1700.0,0.0,18000.0,11.0,9.0,3.0,7.0,6.0,1.0,7.0,12.0,8.0,8.0,9.0,1.0,1.0,8.0,4.0,9.0,5.0,10.0,6.0,10.0,10.0,5.0,9.0,5.0,15.0,8.0,9.0,3.0,15.0,14.0,2.0,8.0,1.0,1.0,1.0,7.0,7.0,2.0,8.0,10.0,9.0,9.0,1.0,6.0,3.0,2.0,0,1,0,0,0,0,61.1,1540.35,1298.0,0,0,0,1,23,Kim Yeong-uk
Kim Young-Kwang,Seongnam,KOR, GK                             ,1983-06-28,37.0,188.0,78.0,9250.0,0.0,17750.0,14.0,13.0,11.0,12.0,1.0,1.0,6.0,3.0,8.0,13.0,9.0,7.0,14.0,11.0,1.0,9.0,2.0,12.0,1.0,1.0,9.0,3.0,7.0,18.0,10.0,1.0,10.0,15.0,11.0,10.0,11.0,11.0,13.0,11.0,13.0,3.0,13.0,12.0,10.0,10.0,10.0,11.0,12.0,1.0,12.0,16.0,0,0,1,0,0,0,71.6,1540.35,1323.0,0,0,0,1,40,김 영
Kim Sun-Woo,Ansan,KOR, GK                             ,1993-04-22,27.0,188.0,81.0,1600.0,0.0,17750.0,5.0,12.0,11.0,8.0,1.0,3.0,3.0,1.0,7.0,9.0,7.0,6.0,11.0,12.0,3.0,12.0,1.0,12.0,3.0,3.0,3.0,4.0,10.0,14.0,8.0,2.0,6.0,11.0,13.0,12.0,15.0,6.0,7.0,10.0,5.0,2.0,9.0,9.0,8.0,14.0,8.0,8.0,7.0,3.0,11.0,10.0,0,0,1,0,0,0,61.1,1540.35,1156.0,0,0,0,1,30,김 선우
Lee Ho-Bin,Daejeon,KOR, M (C)                          ,1999-11-25,20.0,175.0,68.0,1600.0,0.0,17500.0,13.0,8.0,2.0,14.0,8.0,8.0,9.0,8.0,11.0,8.0,6.0,7.0,2.0,5.0,1.0,11.0,7.0,8.0,4.0,10.0,10.0,7.0,7.0,11.0,14.0,10.0,9.0,3.0,11.0,11.0,4.0,5.0,4.0,1.0,3.0,10.0,10.0,2.0,12.0,10.0,13.0,7.0,1.0,6.0,4.0,1.0,0,0,0,1,0,0,61.1,1540.35,1156.0,0,0,0,1,24,이호 빈
Choi Jong-Hoan,Suwon FC,KOR, D/WB/M (R)                     ,1987-08-12,32.0,177.0,72.0,2500.0,0.0,17500.0,12.0,8.0,4.0,9.0,10.0,7.0,12.0,10.0,10.0,11.0,10.0,12.0,2.0,10.0,2.0,11.0,9.0,10.0,12.0,9.0,9.0,9.0,10.0,10.0,10.0,7.0,10.0,1.0,12.0,11.0,1.0,11.0,3.0,1.0,2.0,11.0,11.0,4.0,12.0,11.0,11.0,10.0,1.0,8.0,2.0,1.0,0,1,0,0,0,0,61.1,1540.35,1349.0,0,0,0,1,36,초고 호언
Kim Ye-Ji,Jeju,KOR, GK                             ,1999-06-06,21.0,193.0,87.0,1800.0,0.0,17250.0,5.0,13.0,5.0,7.0,2.0,1.0,1.0,1.0,6.0,8.0,8.0,6.0,14.0,14.0,3.0,8.0,3.0,11.0,2.0,2.0,13.0,4.0,11.0,7.0,14.0,1.0,5.0,7.0,8.0,6.0,7.0,8.0,7.0,14.0,15.0,1.0,8.0,12.0,1.0,6.0,6.0,15.0,10.0,1.0,9.0,8.0,0,0,1,0,0,0,61.1,1540.35,1445.0,0,0,0,1,24,Kim Ye-Ji
Park Jong-Soo,Seongnam,KOR, WB (L)                         ,1994-04-12,26.0,188.0,76.0,1300.0,0.0,17250.0,7.0,9.0,1.0,8.0,3.0,1.0,8.0,7.0,9.0,8.0,6.0,2.0,3.0,8.0,3.0,9.0,8.0,8.0,8.0,8.0,5.0,7.0,8.0,13.0,13.0,7.0,14.0,1.0,14.0,14.0,4.0,10.0,2.0,1.0,3.0,8.0,8.0,2.0,10.0,14.0,8.0,7.0,3.0,3.0,2.0,1.0,0,1,0,0,0,0,71.6,1540.35,1323.0,0,0,1,0,29,박정수
Ha Nam,Anyang,KOR, ST (C)                         ,1998-12-07,21.0,185.0,75.0,1600.0,0.0,17250.0,8.0,9.0,2.0,7.0,3.0,8.0,11.0,2.0,12.0,7.0,8.0,7.0,3.0,8.0,2.0,7.0,11.0,12.0,4.0,6.0,8.0,7.0,3.0,15.0,7.0,9.0,10.0,1.0,14.0,13.0,1.0,10.0,3.0,4.0,1.0,13.0,8.0,2.0,8.0,13.0,13.0,4.0,1.0,11.0,1.0,3.0,0,0,0,0,1,0,61.1,1540.35,1156.0,0,0,0,1,24,하 남
Lee In-Kyu,Daejeon,KOR, D (C)                          ,1992-09-16,27.0,185.0,80.0,1600.0,0.0,17000.0,12.0,10.0,2.0,9.0,3.0,7.0,11.0,10.0,9.0,10.0,8.0,8.0,1.0,16.0,4.0,10.0,8.0,8.0,7.0,8.0,9.0,8.0,10.0,8.0,8.0,11.0,8.0,4.0,8.0,11.0,2.0,12.0,3.0,4.0,1.0,9.0,10.0,2.0,11.0,10.0,10.0,9.0,2.0,10.0,3.0,1.0,1,0,0,0,0,0,61.1,1540.35,1156.0,0,0,0,1,31,리 인키
